dataset_index,history_id,true_label,phrase,target_type,dimension,dimension_value,configured_gender,indicator_name,baseline_p_male,ablated_p_male,effect_of_phrase_presence_on_p_male
2765,e343b3bc086472eeede02e7e38706f2c8c6f5aa0a9aa2259850432893c6b5d26,Female,really,Neutral template control,Control,Control,Control,Fixed template word,9.198760380968451e-06,0.00019527229596860707,-0.00018607353558763862
2776,8b4da3b91a881d665fc25930f89ebecf6e06c483ff84295fb7fea9e424f68c79,Female,really,Neutral template control,Control,Control,Control,Fixed template word,0.0006894479156471789,0.001405849470756948,-0.0007164015551097691
2777,199fe396b01dda7bc5621b40c32f71d44a369ccfec8081e047b49f8b333b19a0,Female,really,Neutral template control,Control,Control,Control,Fixed template word,6.620557542191818e-05,0.0007187818409875035,-0.0006525762655655853
2781,d81a83bbac321a89ed910a0b93342216888385b2e3f6852bab865cd43f270e82,Female,really,Neutral template control,Control,Control,Control,Fixed template word,0.002180847804993391,0.0006488544750027359,0.0015319933299906552
2789,0a001ad43cba1a2a39841f99e5609f3bf65dba26987c36bd6c5e4a606b345b4c,Female,really,Neutral template control,Control,Control,Control,Fixed template word,5.64346082683187e-05,0.0033184923231601715,-0.003262057714891853
2811,82a02cbc9a9c329d61a20afe19942e71b32fc60b912350e0e653c0d3c1883add,Female,really,Neutral template control,Control,Control,Control,Fixed template word,6.791299256292405e-07,1.0119273383679683e-06,-3.3279741273872787e-07
2824,cd692e003ec88e5720c4ed8d2834fa0f37fb9f2892bef77b8b9da3c79c8098a3,Female,really,Neutral template control,Control,Control,Control,Fixed template word,3.477358404779807e-05,3.3993423130596057e-05,7.801609172020108e-07
2826,144eb76bc3e584fb57d0cd63047fcae49bc23c90e755172e8881336597f7e2a6,Female,really,Neutral template control,Control,Control,Control,Fixed template word,0.00028125723474659026,0.00010611634206725284,0.0001751408926793374
2845,70d2a54211a14158d612674de116fa665946bd5444ddeca63f8e659703bdc6cd,Female,really,Neutral template control,Control,Control,Control,Fixed template word,0.0019610351882874966,0.007004113867878914,-0.005043078679591417
2852,939fbe248b1db554b9d853cfeca995056c450c57a251231747f050202311bf08,Male,really,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
2853,4ee3eee9c1ae6d557a7d6a8098bb248cab0cba751b5eea31f6a235d5accb15ff,Male,really,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
2858,df8cfe47e219a3158b569069bce2290bf6add57f8f872bf725a1040ba7430867,Male,really,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
2875,a9f0b97c724a9354b8f47b0d046603d281e75f93911d206519282fa6667a823c,Male,really,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
2893,640369ae8d08bd6a1d97833de51adb0aeeb884507be5d8a569e06aedfb55aaae,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9972131848335266,0.9989385008811951,-0.001725316047668457
2900,1feaa09b49d2158b5d1e5ae4ebdb007f8e1b21c3fc4bc4a44640315422835de9,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9985516667366028,0.9991393089294434,-0.0005876421928405762
2909,8ccd2a00e5e0c4ded3f66e60e44627d22d5e21dc9294da1efc9782e41c1c8bdc,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9999915361404419,0.9999978542327881,-6.318092346191406e-06
2912,e56cd5f8f13a511668d91caffbace597a1805d5e0fe1ffcd6ef82725c0dd3d30,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9999966621398926,0.9999983310699463,-1.6689300537109375e-06
2919,e23896757ef06554fd437e6964fc9af28d0c5eb620708086063e7a310339b85e,Male,really,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
2921,2115dd4f0b4d1daa10d9276f0bd552499fe4da4eb668038855a3fa869aba7c63,Male,really,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
2925,a8e41a55cfdfa4f07e6862d15f2beb327b2955887bd08698a8cd30192e2cface,Male,really,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
2929,b528055cc517058037687e1a89ebe38e31825be5b7911e6d0f3307ed3463827c,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9999970197677612,0.9999985694885254,-1.5497207641601562e-06
2936,8f7108622eab3c9c9d08b5cda96f2bec94b040a1eb7130980b0e96cca8fd43a2,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9999263286590576,0.9998823404312134,4.398822784423828e-05
2950,e1931e6e60e04551e6de97fa36669610882f4da442a9c9035aee5f01418c1c16,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9999861717224121,0.999998927116394,-1.2755393981933594e-05
2961,ff61ebf02a3edbee08b3de21bc4a96548e96334089994091f8a525d5fb13b964,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9998453855514526,0.9997169375419617,0.0001284480094909668
2969,34d45ffb434a0c272bd2f3f9dcaf1a997f28978e065ada5a36767d47b4a4d62d,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9951223731040955,0.9984652996063232,-0.003342926502227783
2980,504c2919e09533b49e581c175c7637a5448914c9a9195e379691d48aaa0bce61,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9999998807907104,1.0,-1.1920928955078125e-07
2990,d1313fadd7bd6ec07b78f458b395ea3f356b486163819bd403e2a848fdb8e737,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9999992847442627,0.9999998807907104,-5.960464477539062e-07
2994,ab7ede1750f8429c5adc4a32081f918a2c96d3aab5b7e2b0d71bec4377ef01b3,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9823427796363831,0.9965428709983826,-0.014200091361999512
2999,c99136d010db62f2a94fafe71db20f1e49ff3f564ff10a9a3dfd13e636608771,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9994555115699768,0.9998359680175781,-0.00038045644760131836
3020,ae02d9ef15a24fb59a61c96712f26ced3530263a884638499865c7b320c28be6,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9968419075012207,0.9996175765991211,-0.0027756690979003906
3023,929f13dfe23ccdbc1002d7770bef7e81847de509decd0c658b1e4ea85ed24258,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9973094463348389,0.9981082677841187,-0.0007988214492797852
3025,34da5bef3509e70b3a744971325d6cb59d28b7483d3cc03a22a1ba5c8e9c6d91,Male,really,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3050,6d97efb6e5a715d848faf7ac1d07adb5aae6e1df710d1bb6ef733c24416f8472,Male,really,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3059,5860e2392179bf5391402f5df08d6e0710593e1b1a255d173b7134fa5cbff67f,Female,really,Neutral template control,Control,Control,Control,Fixed template word,2.7477705089040683e-07,3.611407919379417e-06,-3.33663086848901e-06
3061,16d1fb5a78c18bc489842bf547adac5a6448909e71f48ad458391ae89550bd86,Female,really,Neutral template control,Control,Control,Control,Fixed template word,0.0001930056605488062,0.00010146124986931682,9.154441067948937e-05
3068,4b5fae85d094ae7d592a05a17663c16091da858a220045683997145a988c39b5,Female,really,Neutral template control,Control,Control,Control,Fixed template word,0.009015902876853943,0.012618673965334892,-0.0036027710884809494
3081,c3869a19b820f531caf486b2a958016a3774d298f55a00f1886e2c2cd6d3cf6e,Female,really,Neutral template control,Control,Control,Control,Fixed template word,0.005160455591976643,0.001550498534925282,0.0036099570570513606
3125,b97382f2c182eb312507145bee632a1c0b6b4d4de0c8fe00df491b16cccba32c,Female,really,Neutral template control,Control,Control,Control,Fixed template word,1.2879116184194572e-05,7.061684300424531e-05,-5.773772682005074e-05
3139,90099337584dd38cc880a1de8bb69b43ff6abd16db33938ae8b37148476bc7f5,Female,really,Neutral template control,Control,Control,Control,Fixed template word,0.006720562931150198,0.02075747214257717,-0.014036909211426973
3140,9248e0cc1ece50873a00fe5380ce4ee60c33eae9a7279d4ed40f4f3d2ad7ce06,Female,really,Neutral template control,Control,Control,Control,Fixed template word,0.01526006031781435,0.06629317253828049,-0.05103311222046614
3147,7f0ef9e51b577c54c08b3a65fbffa0b31c877d4551d0bace75bd7e5752feb223,Female,really,Neutral template control,Control,Control,Control,Fixed template word,2.9093547571079625e-09,1.2755907441430736e-09,1.633764012964889e-09
3148,94fe594a174350c17c4ef2f65540935ce77df3a58508dd6475c20f17e77cc393,Female,really,Neutral template control,Control,Control,Control,Fixed template word,2.0846027126708577e-09,1.4451772001322638e-09,6.394255125385939e-10
3154,4b38e556f6ec189eb3d85abdbbe7c3778c3107e1d69fecfbed08c2b4b9a105d1,Female,really,Neutral template control,Control,Control,Control,Fixed template word,1.1047858095025731e-07,9.169571768552487e-08,1.878286326473244e-08
3169,00ac4a7ac7c5c3c3e51f30870ac94494ddd537ab14e7a35c720ae37dccf93ae6,Female,really,Neutral template control,Control,Control,Control,Fixed template word,5.971339867016923e-09,2.184329517262995e-08,-1.5871955305613028e-08
3172,d273801b67a4ee9dd6cf507a56eecdcd2e961bfb8aeaa642b087c7847094f780,Female,really,Neutral template control,Control,Control,Control,Fixed template word,3.183835417530645e-08,3.978750129363107e-08,-7.949147118324618e-09
3188,ad36946b2dc909693727cdc9f8c755e27c6ffeb04e1533006fc17461000b882e,Female,really,Neutral template control,Control,Control,Control,Fixed template word,0.0003457522252574563,0.00011528153845574707,0.00023047068680170923
3223,2164e589f5161d75a07e4d74f7dd081b29576ab92eed68d2e43ab02314c8bec4,Female,really,Neutral template control,Control,Control,Control,Fixed template word,0.00010125113476533443,8.109706686809659e-05,2.0154067897237837e-05
3233,2f74cbe717cba5b8b5a381d923b9140726f8e217a54b83be0abc8ccc041d3223,Female,really,Neutral template control,Control,Control,Control,Fixed template word,3.57865501428023e-05,5.963677176623605e-05,-2.3850221623433754e-05
3234,4668fa8010f3f6c1d765780df1d6895c0c394d663d579f6cd5b5fc9e4fb66c15,Female,really,Neutral template control,Control,Control,Control,Fixed template word,1.2592682651302312e-05,0.00016371568199247122,-0.0001511229993411689
3236,10a7fe9ebe7391e818aa938f8938f6f973ed05337fda11c80cd4553b0d23aabb,Female,really,Neutral template control,Control,Control,Control,Fixed template word,0.0021326534915715456,0.0007289855857379735,0.0014036679058335721
3238,a2c3df357f405bbc5fa7cff711b367958be48401f9faa1464705ea4c8920b3f8,Female,really,Neutral template control,Control,Control,Control,Fixed template word,0.00030982380849309266,0.0003439942083787173,-3.417039988562465e-05
3239,6e8d962600c1135d07290712f850920ee6390e926c1a110a904355f5da5bc0ea,Female,really,Neutral template control,Control,Control,Control,Fixed template word,2.6011573936557397e-05,0.00018655472376849502,-0.00016054314983193763
3259,560bd4c9071c54375666c7b285a6d57ba28a3faba7cfe132b3bf04e128c7414e,Female,really,Neutral template control,Control,Control,Control,Fixed template word,1.0589671546767931e-05,1.647200042498298e-05,-5.8823288782150485e-06
3270,cb9f80647832caa5f4e4879a03b67a08de530241a3c4dd7b79438c0f43c3510c,Female,really,Neutral template control,Control,Control,Control,Fixed template word,3.1672054774389835e-06,1.4500864381261636e-05,-1.1333658903822652e-05
3285,c72134e6a620b70a10bef4d1372bd743438f1c76bc47a2f1adeae23793e50978,Female,really,Neutral template control,Control,Control,Control,Fixed template word,0.0027127063367515802,0.001123645342886448,0.0015890609938651323
3299,58430523009e997bb2fd3ef19c62bdda6d0fd5601f0078aa981058d89d22e065,Female,really,Neutral template control,Control,Control,Control,Fixed template word,3.3819239320109773e-07,3.345835011714371e-06,-3.007642618513273e-06
3311,f216f6b53c428f6072a32c1a837110413d0f0ff6a0a13e28181e3dbbbfb40f10,Male,really,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3312,d89d008a3e9f43ceb658c9cbdf9f79ce65da96f3fba1bb653e1a49f60fd98104,Male,really,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3314,8ab8ad9e41e33afcd63e9320389b787e17a253a53c6f098e0ffcfddbef427634,Male,really,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3324,75b5990e9c4ca129efc5fc707f34f4a4283c98ab69151cbc35eb7962922fbf1c,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9999642372131348,0.9999967813491821,-3.254413604736328e-05
3326,a17817b672d46be840921c48954be188e227bc3c7dada7a9a8f97d7a603f9716,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9966951608657837,0.9956344962120056,0.0010606646537780762
3337,9d7eab507a51285d8f8df2c31b169767f211547d60a4fdf73b7be7cb88aa893c,Male,really,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3340,1483aebc17357a07f143017a1b307051b66f25df678ec19bbc3aba8dd1955834,Male,really,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3345,c4ee5fe8472e5278dce93b3194f46fe2b3e94bb9282a2f29215be54967cbc1a8,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9997188448905945,0.9999526739120483,-0.00023382902145385742
3385,145ae89e2be2fa3fd3c3726d95220408d27ad5f129f591a24b8a970c9e57ab70,Male,really,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3403,790e6e9a80da40f05d54f33b9473e683fd3713d41494b898154e9c79d071bc2a,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9999998807907104,0.9999996423721313,2.384185791015625e-07
3408,8134b6ad065ea753dbcf34615f5c665bb7f2f6707740e19f8c3807bf86667bc7,Male,really,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3410,a3e7fc9328734374d54721e2862d5a8f559281c542cf6ac61be16a60da4abc67,Male,really,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3411,acd2030ed148d5683f7f6a2672c9c33e71bfe5b6edd15bc2c77254d1b489fdd1,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9999260902404785,0.9999821186065674,-5.602836608886719e-05
3413,42b178fd1abfbd2114dd97ad2973749a9ddb3ee712f32972d01090ac80736abd,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9999469518661499,0.9999901056289673,-4.315376281738281e-05
3418,5a1e9f7969ce8f85c9bb07dde5692ca390a010d7c4ef017fa4fdfb3fe62cd67e,Male,really,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3436,115422d8909bb0943b0323a0ff7ecab0cb14187cf9ee59a09071d1537bb2bca3,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9994753003120422,0.9992719292640686,0.0002033710479736328
3444,dc93530e0f481322177accdf5c826b29e5f3b3f8343da7efa06439ad9167f4ae,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9999994039535522,0.9999998807907104,-4.76837158203125e-07
3448,797dce08f455bace2edbbe5e2301e097a8b3ef734a91431c1be8b9c52ffb800d,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9811939597129822,0.9992985725402832,-0.018104612827301025
3458,0eed101bdb0f8f86c092daadd41633adce70481cf472b0d452a344a52463ac72,Male,really,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3466,087f687cccbb22a943c59a9e20786f634fc8887b142389ebfbb809bbeeb433ad,Male,really,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3478,3d0bed2b5af2bb26ff01a463b0fa7744a01c6be580a993baf026a99835a1f93d,Male,really,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3479,7ba29d9eedf8320d7eb254633a96a82f393c867fb130314ac60b222cbd9c5fa3,Male,really,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
3504,297012ffc9ed6a52ad5d2ce74d58036f1a1bcc97d6961a6dbe0f00922d9ccc11,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9985474944114685,0.9885109663009644,0.01003652811050415
3513,f3b302268fb256fff225f78543b27536999f2acb119943e1084c78a25aa5efbc,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9999957084655762,0.9999995231628418,-3.814697265625e-06
3515,6227108734b1a0ba0024f25fe4853a4bb1c1a005125bbc3c5006dba71b9e3924,Male,really,Neutral template control,Control,Control,Control,Fixed template word,0.9999971389770508,0.9999994039535522,-2.2649765014648438e-06
3530,5ea000af9efeccf2529c52cc4a07fefb4692e29a107974b4419e797783aae5bf,Female,really,Neutral template control,Control,Control,Control,Fixed template word,3.337635280331597e-05,0.00014447529974859208,-0.00011109894694527611
3552,af54a490e8de2344a519d815721b1dd306157940c0ff20a309138f8c22282fd5,Female,really,Neutral template control,Control,Control,Control,Fixed template word,2.038560253936339e-08,5.87218629277686e-08,-3.833626038840521e-08
3554,20ca44bc5e801e1aef6d79b0d54048c3248fa0bd6fc473de2abfa911be21630e,Female,really,Neutral template control,Control,Control,Control,Fixed template word,1.2830723790102638e-06,4.52098021241909e-07,8.309743577683548e-07
3564,d4b908f6c162adf75e96d60848ac40a56fc2195637121e9343b6f4e15d5fde29,Female,really,Neutral template control,Control,Control,Control,Fixed template word,4.9537879931449424e-06,5.088881152914837e-05,-4.593502353600343e-05
3572,4b843732d1cd090495ffd2b270d0a96efc9d25bc1f701f7f1faaea9e89ce24bd,Female,really,Neutral template control,Control,Control,Control,Fixed template word,0.006265406496822834,0.03140004351735115,-0.025134637020528316
3573,7aa72c85a27c84d53db9f6d49ec5c003899b567ce86fc2e3068a789d981a2cad,Female,really,Neutral template control,Control,Control,Control,Fixed template word,0.0017529798205941916,0.0009393977234140038,0.0008135820971801877
3594,302c48b7836010d1ab166484dcf9224543eadf5a09fda5aa69af44ac2c20a8d8,Female,really,Neutral template control,Control,Control,Control,Fixed template word,3.0142794003040763e-06,3.183544322382659e-05,-2.882116382352251e-05
3596,75062b956f1020c7b20a4ffc3bf24cb1f6b5880d4ec31e3187955e304ae5d674,Female,really,Neutral template control,Control,Control,Control,Fixed template word,7.908900442998856e-05,1.6826552382553928e-05,6.226245204743464e-05
3608,a81de662ddd0285703d60b150be79521a08134c46b998bec1a807950263c3c9f,Female,really,Neutral template control,Control,Control,Control,Fixed template word,1.8263855963596143e-05,1.3063528967904858e-05,5.2003269956912845e-06
3609,924f6ab358bd89770d37408d1abd6a4ee1eacf22ba11ea3020ad1aa13abbf999,Female,really,Neutral template control,Control,Control,Control,Fixed template word,1.601069925527554e-05,6.105704869696638e-06,9.904994385578902e-06
3627,22ba055f1b7740786325713b5f30878bf1d335c8854b292b9a6359c3cf24e477,Female,really,Neutral template control,Control,Control,Control,Fixed template word,0.0013276416575536132,0.0011763967340812087,0.00015124492347240448
3632,503c61d201aca6234ec0f185992cdb0561134b8a4b6948f802fd8fb2bae18aba,Female,really,Neutral template control,Control,Control,Control,Fixed template word,0.00021575306891463697,0.0002854019985534251,-6.96489296387881e-05
3651,9a19be5b9c4f35d7eeae5f701efae8612d137669122861d88a607fb1d5a53b33,Female,really,Neutral template control,Control,Control,Control,Fixed template word,1.2295375384496765e-08,2.815898625385671e-09,9.479476759111094e-09
3652,15dbf65c4f51b9e8b5b8a7177d1e89f33aa0224c331a5d26489aaac15b62d7de,Female,really,Neutral template control,Control,Control,Control,Fixed template word,8.174905197222415e-10,4.803634712224891e-10,3.371270484997524e-10
3661,35576cc54e222c93652643966b2a20c3c6ea0ce6265e4965f0c563a35fee2688,Female,really,Neutral template control,Control,Control,Control,Fixed template word,9.093130159953944e-08,1.136350746833159e-07,-2.270377308377647e-08
3686,342e1d62a46d5366dddf0575547062d77b497fa7fd5d4acd6bbd186ca2740085,Female,really,Neutral template control,Control,Control,Control,Fixed template word,1.0567224251190055e-07,5.964472507002938e-07,-4.907750081883933e-07
3703,81a1bd3589c569c7d322616863dd590b5b4d9d39517058660dc16c42d5251fc9,Female,really,Neutral template control,Control,Control,Control,Fixed template word,1.2310084684941103e-06,2.133790076186415e-06,-9.027816076923045e-07
3704,3518de2590830fcfa8e673b4738b4c0dd7e9ae33852b4577af4d4a2650ac97e3,Female,really,Neutral template control,Control,Control,Control,Fixed template word,8.842786769491795e-07,1.684719109107391e-06,-8.004404321582115e-07
3705,f00ddeed8a117640a25ee879c2f58b0798008187b497b5a2e6e636dcb7c5ae47,Female,really,Neutral template control,Control,Control,Control,Fixed template word,4.6063387344474904e-06,2.2329684270516736e-06,2.3733703073958168e-06
3716,4ff8f6281bc4ef0fc05a0b702c63590210b126429c7df78bbc03dc67de378aab,Female,really,Neutral template control,Control,Control,Control,Fixed template word,1.0456317340867827e-06,1.9831125541713845e-07,8.473204786696442e-07
3736,d3d1b9b2deba5d53a01642eecd3921c933cbe392e66826e95cdddc14f0b10ef7,Female,really,Neutral template control,Control,Control,Control,Fixed template word,3.172852757415967e-06,1.7538264728500508e-05,-1.436541197108454e-05
3759,e3d725be681f0922255770d53efc5dc834dc4e558e72d38605a036fcd2b77fd4,Female,really,Neutral template control,Control,Control,Control,Fixed template word,6.069456503610127e-05,0.0005979169509373605,-0.0005372223859012593
3765,424993d16ca57e90744d3d9322498789b5264671999ae6acb2d6c95a02dbd104,Female,really,Neutral template control,Control,Control,Control,Fixed template word,3.4508972021285444e-05,4.9773265345720574e-05,-1.526429332443513e-05
4,286f2e9478512728496dc0b830e96e0016b8a18c93add352d9f048e3f4ce75c8,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
7,7e3f8d68e91787b122cbd030a92a9ab90afed20244feb271b97bf6572759793a,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
16,d7143423aa8c6dc4d94ad20cf7b359d38fb8ea9e1061ed6c405f9e9b72babd6b,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,1.0,0.9846532940864563,0.015346705913543701
19,c9835b116c009348643581f9afc17af1ad32690e904955220e5a848d059c43a3,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,0.9975753426551819,0.9784230589866638,0.019152283668518066
37,46dc80b06f084a4a61d8edcbc913dc2285bd176121d3963cc2db9ee09a7ef432,Female,enjoy,Neutral template control,Control,Control,Control,Fixed template word,0.0005682508344762027,1.876653215049373e-07,0.0005680631691546978
48,eab13b11a95538b821f899a59f8c52c05bd737675fe02cc432c56edf40240460,Female,enjoy,Neutral template control,Control,Control,Control,Fixed template word,9.925355893072862e-13,3.9249616668064594e-20,9.925355500576696e-13
61,45dec0ec91836564fda1291872d30c7ceb167b6d1d883cf065a59354719fe8f0,Female,enjoy,Neutral template control,Control,Control,Control,Fixed template word,4.338883766163981e-11,2.5809037998664013e-14,4.336302862364115e-11
64,4091d069b5bc18554993239279dd7c8ae14caddecad5063d44c2a11fa45be213,Female,enjoy,Neutral template control,Control,Control,Control,Fixed template word,8.51690679787298e-12,8.435079349410068e-14,8.43255600437888e-12
92,7290b3c6edf47b7fa1f8720264d7772f535b784d6a93716d3dcb426e9453d379,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
115,00c4d8cfa354fcef4b67e82f169c3fa441d142724519afa884a9cae0a4648806,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
121,7ef27c17f837313f6384c1d8379dcb67b6a08b509f9a1a5d6e6a1a089e475b63,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
123,895a6b57f8f2e7e7be9196abbd1880f27fa06c193488ddb38f8022e655e4eaf5,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,0.9999998807907104,1.0,-1.1920928955078125e-07
127,f7ffe55d6c508cd144a75d6675981f39c0cc9c1264c8effdf68755c1896f55a7,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
132,e54a1f51d03a7b144ee7c6e7eec0e645b454f475de4418bbbc1bf89df99b41dd,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
144,14a8e82117299a3e935cda65f25f0fc86f8083ab4e8a497e30d13c85f3ce787d,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,0.9999998807907104,1.0,-1.1920928955078125e-07
146,c8cfa5bbefc8da9083a1a30a1f041f1c3b264f63fcd8689527074f3155dc6b49,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,0.9999998807907104,1.0,-1.1920928955078125e-07
158,108b786748a09bba3d19ac24f54056ec4a2109761b471e9d57c399dd38684e26,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
159,d8402fe35dfa29aecc0ba7259a02920e76c42be35d95e07eb2cc9f078bf812ff,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,0.9999830722808838,0.9999994039535522,-1.633167266845703e-05
161,098cc5d40cf34b21605c1a81892dd3893d8e0ae1ac460c09434b6e729ef39d45,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,0.9999732971191406,0.9999904632568359,-1.71661376953125e-05
166,637e8a2b1007ecc855f534dd5c63d7ad30a8df0e04fa0ffebf93385bfae8e429,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,0.999992847442627,0.9999997615814209,-6.9141387939453125e-06
181,a8a4e51d485d419913117b3b53ec5cda87629a138cefaba05f08c2e1d05d0d10,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,0.999716579914093,0.9999527931213379,-0.00023621320724487305
182,f8086bf4814c4e9040a83d12de48bafb80be677e518d09351eed874f88a22500,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
190,9a5bc3e8b16b9c608137925508ef5ef007443b1fff11384e4c8a25b34426ebff,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,0.9999995231628418,0.9999998807907104,-3.5762786865234375e-07
192,afeab854d762296d18df53f9b26d9ca11bd046de6f70a4e546fc9e64bad4f068,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,0.9999963045120239,0.9999995231628418,-3.2186508178710938e-06
196,3ed8fc3f28085b04bb7a71ff8f96de2ed4b3cf453152cea5d3f5b066eb8ace28,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,0.9999973773956299,0.9999997615814209,-2.384185791015625e-06
206,84089b77c4c302e41c934a9b9548ed70c4777b2906d788b05c47791198212b84,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,0.9999890327453613,0.9999988079071045,-9.775161743164062e-06
209,a18c4d9e66471a077ec663717a9a0aeec53a9c15fee9beac080c43cb3dbdf396,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
231,f0227cb2cd17e2412335e71a0de5038ac546298de1cefec6926e192ed237c65d,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,0.9996213912963867,0.9999755620956421,-0.0003541707992553711
246,cc8b5ce5fbc1855ec98946ce88c6f73d86e1b9d44af63f43d3f699210fdf0970,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
252,92df0438fd9f5c0568800a9e325ed655aa2e07f31315337f013afa2fa4a76461,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
254,11b550968fa31dabefb2a4a7d06b5067a00fc36084922bc5cccab92d19ee630c,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
261,21c4ae2894310655fbc4dee221ba4833cb7aca12c905386ff5d3022b1c232cf0,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
263,fefa6b976c538e4f5dcd8c9c1ff7862ed7a29f21aeee76a192aa0dc975c8907b,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
271,b081720db5bbb687cddfcdb7ac93df99b1fe718dabcef58bf986d1a858ad00f6,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,0.9999998807907104,0.9999998807907104,0.0
278,ee43a078d391af9de91de4ba92bb474b414e4b177991062b002d404c07f520ae,Male,enjoy,Neutral template control,Control,Control,Control,Fixed template word,1.0,1.0,0.0
